location,sample,SiO2,TiO2,Al2O3,FeO,MgO,K2O,MnO,Na2O,P2O5,CaO,NiO,La,Ce,Nd,Sm,Eu,Gd,Dy,Er,Yb,Lu,Sr,Ba,Th,Nb,Rb,Ta,Pr,Pb,U,D=0
OJ_MORBMgO10_final,OJ_MORBMgO10,49,1,17.5,8,10,0.1,0.1,2,0.05,12,0.028,2.8,9,7.4,2.6,1,3.7,4.3,2.6,2.55,0.39,130,8.6,0.12,1.8,0.77,0.12,1.5,0.38,0.039,1
